tokens,label
chất_lượng sản_phẩm tuyệt_vời mong_đợi sét quần_chip dày_dặn đẹp áo chip ưng nhẹ mát,POS
áo màu,NEG
đóng_gói sản_phẩm đẹp shop phục_vụ,POS
gởi hang không,NEG
hơi rộng,NEU
giá sản_phẩm ok,NEU
áo đẹp lắm,POS
áo đẹp hơi ngắn,POS
shop kinh_doanh chiến_lược,POS
,POS
shop phục_vụ ủng_hộ shop dài_dài,POS
shop giảm_giá đàng_hoàng,NEG
chất_lượng,NEU
bù chất_lượng xứng đồng_tiền,POS
mua shop,NEU
check code,NEU
vải đẹp trắng,POS
mua,POS
giao hàng hàng sản_phẩm đẹp hơi sạch vải lưới,NEU
mog shop cẩn_thận đườg may,NEU
váy đẹp mặc chim ưng,POS
áo siêu xinh_chất len mịn lắm nhá,POS
ủng_hộ shop,POS
mặc ok,POS
hơi mỏng đẹp,POS
xấu tệ hàng vận_chuyển trời mua đầm k_phí vận_chuyển sản_phẩm không đep shop mua tận_tay tận_mắt chênh_lêch không xứng_đáng vô_cùng,NEG
giao nhầm size,NEG
áo len không co_dãn mấy kí mặc chật,NEU
áo đẹp không hàg,POS
không dat hàng,POS
giao hàng chất_lượng xấu,NEG
excelent delivery sped excelent delivery sped,POS
đơn hàg nè hôm nha gọi hàg đẹp ưng lắm,POS
chất_lượng giao nhầm size,POS
sản_phẩm ok,POS
chất không đẹp màu ngà shop giao hàng,NEU
đồ đẹp chất vải đẹp,POS
dịp ủng_hộ shop,POS
cổ chật,NEG
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng,POS
nhân_viên giao hàng giao hàng không giao tận mà_còn bắt khách_hàng địa_điểm hắn hàng,NEG
giao hành_siêu nhah,POS
mặc_dù nhắn_tin tha_thiết shop che sản_phẩm giùm nhưg ghn quen giao hàng hiện sản_phẩm lù_lù ngượng chín mặt,NEG
chất_lượng sản_phẩm tuyệt_vời balo đẹp đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp giao hàng giao hàng,POS
hàng_không hoàn tiền shop phục_vụ kém,NEG
thất_vọng hết_lòng,NEG
cực đẹp nha,POS
hơi thất_vọng chất không đẹp màu đỏ_đô vàng gạch,NEG
nhắn không trả_lời,NEG
lâu_dài chất_lượng pin quảng_cáo,NEU
ban_đầu hi_vọng bền,POS
sản_phẩm đóng_gói cẩn_thận mua hàng shop hài_lòng,POS
hàng đẹp trời chủ_shop cute,POS
ưng bụng ghê_gớm,POS
form đẹp vải ok túi siêu to siêu_sâu chun_quần thần_thánh mấy đứa dây béo bụng,POS
xinh lắm shop,POS
ok chi đôi vớ màu_da tự_nhiên giao màu đen,POS
mì chất_lượng giá flash deal hợp_lý đóng_hộp gọn_gàng,POS
màu hồng_trắng shop giao màu vàng trắng,NEG
mn mua size không lùi size nè_shop tư_vấn nhiệt_tình,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp không hộp vans,POS
chủ shop vục vụ nhiệt_tình chu_đáo,POS
shiper dễ_thương nhiệt_tình,POS
không hình form hơi hơi ôm,NEG
hàng mua giá rẻ ưng bụng lắm ủng_hộ giao hàng,POS
đầu mua hàng giá hàng không ai_ngờ mong_đợi,POS
hàng cực xinh_cực đẹp hình,POS
màu áo hơi nhạt hình nc vải dày_dặn ok,POS
shop phục_vụ đẹp ủng_hộ shop,POS
đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng tiền,POS
chất len_dày dặn đẹp mặc ôm lắm,POS
hàng xong shop up áo_hạc xanh đẹp trời đất thặc đắng_lòng shop không up hụ hụ,POS
giày êm chân,POS
che_phủ trung_bình,NEU
chất_lượng áo mềm sờ_thích đóng_gói sản_phẩm đẹp shop phục_vụ tiền,POS
chiều áo_hơi ngắn hình mặc chút cũn cỡn chất vải đẹp hơi mỏng,NEU
áo hơi ngắn đo chiều tầm gang,NEG
trắng shop giao xám,NEG
giao chậm vận_chuyển,NEU
chất không coton mặc mùa hè nóng kg mua size xl to kg mặc giá hàng ok,POS
mua kai kai đỏ_la giông hinh kai_trang va_xam nhin xấu_tệ không măc không giông hinh nưa,NEG
facebok_phạm võ,NEU
áo không màu,NEG
chất đẹp lắm shop đóng_gói sản_phẩm đẹp,POS
không thất_vọng,POS
áo đẹp tay_áo hơi ngắn,POS
form đẹp shop phục_vụ tiền,POS
mua liền mua liền mặc mùa đông sảy,POS
áo bàn_là rách,NEG
quần mặc vặn màu xinh,POS
vạt áo không,NEG
đóng_gói sản_phẩm vải nilong ủi cẩn_thận quéo áo form mặc đẹp ổn,POS
chất_lượng sản_phẩm không đẹp,NEG
áo đẹp_lăm,POS
chất ok ạk,POS
chủ shop thân_thiện thiệp yêu,POS
không mặc,NEG
không tiền mua,NEG
áo đep nho_hon_minh ngi,POS
đóng_gói sản_phẩm đẹp giao hang,POS
hamg giao màu,POS
áo cỡ bé cỡ,NEG
tết chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng,POS
giá tiền,POS
vải thô cứng,NEG
hơi rộng,NEU
dụg lâu_dài không biet_bền không,NEU
hàng đẹp lắm,POS
trắng_nâu giao nâu,NEG
chất_lượng sản_phẩm kém hàng lỗi,NEG
môi hơi khô_son căng mọng nha,POS
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời hơi không hơi rộng,POS
sản_phẩm pin_khỏe sạc,POS
chủ shop nhiệt_tình,POS
chất_lượng hàng tốt_may cẩn_thận áo rách,NEG
giao hàng chậm màu trắng giao màu xanh bó_tay,NEG
chất ok,POS
nhu_cầu mua,POS
chất vải qá mỏng,NEG
mua đôi giày chấp_nhận,NEG
vải đẹp giá tiền shop rẻ quá_chừng,POS
xài shop giao khắc_phục,POS
giao hàng che hàng sản_phẩm ok hơi cứng,POS
trời hàng tâm_chút đừng tưởng không chất lương mua xếp_ly khúc xì_nách so_le nách may minhc may_mặc may vứt cạch,NEG
size không chuẩn_xl,NEU
chân váy đẹp chỗ đĩa may không lắm,POS
vải đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
tiêu_chí chất_lượng bổ rẻ,POS
gui thieu shop không tra,NEG
vải đẹp hàng giôg_hình form_hơi rộng,POS
hợp giá tiền giày da_mềm đế hơi mềm_chút cảm_giác không,POS
nhu_mẫu chất vải ok,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ chất_lượng sản_phẩm tuyệt_vời,POS
giá hàng,POS
áo đẹp iu mặc vặn,POS
hình đẹp,POS
ủng_hộ shop,POS
màu áo đẹp hơi ngắn,NEG
len_đẹp hình,POS
nchug tiền,NEU
giao hàng,NEG
mong shop mẫu_mã sản_phẩm chất_lượng mua hàng chọn_lựa,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng,POS
shop giao hàng,POS
đóng_gói sản_phẩm đẹp áo hơi rộng,POS
giày y_hệt hình chất_lượng ok shop,POS
chất_lượng mua ưng_ý,POS
đẹp,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng kg sezi l_hoi to,POS
quần_áo đẹp cắt gọn gàn_hình hành_y,POS
không giao hàng sâu rầu_nồi canh,NEG
đồ đẹp,POS
form không to quảng_cáo kg cthe,NEU
chất_lượng sản_phẩm tuyệt_vời giao hàng,NEU
sản_phẩm đẹp rẻ giá chất_lượng tuyệt_vời,NEU
áo,POS
chất_lượng sản_phẩm tuyệt_vời không giá sản_phẩm hài_lòng ủng_hộ shop chúc shop buôn_bán đắt hàng,POS
xinh chất_lượng sản_phẩm tuyệt_vời,POS
chất_lượng sản_phẩm tuyệt_vời áo đẹp,POS
ủng_hộ shop tiếp,POS
hinh nhu_la hang loai,NEG
chất_lượng sản_phẩm tuyệt_vời mẫu,POS
đóng_gói sản_phẩm đẹp chất_liệu hơi mỏng mặc ok,NEU
chất_lượng vải không lắm,NEG
chủ shop đồng_ý đổi hơi loằng_ngoằng,NEU
se ủng_hộ shop,POS
chất_lượng sản_phẩm tương_đối giá,POS
may không đẹp không tiền chất_lượng sản_phẩm kém,NEG
không shop,NEG
hàng đẹp vải mịn mát,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng nhanh_shop chăm_sóc khách_hàng tư_vấn nhiệt_tình,POS
đường may mặc tuột buồn,NEG
chân váy đẹp giá mềm,POS
áo đẹp lắm vải hơi mỏng_xíu áo không hình_chút shop phục_vụ tiền tiền giao hàng,POS
in may,POS
ổn,POS
giá không đường hông đẹp,POS
hàng_không mẫu quảng_cáo,NEG
hài_lòng sản_phẩm giao hàng đóng_gói cẩn_thận,POS
giày đẹp chất_lượng,POS
tiền tiền giao hàng nhanh_shop phục_vụ,POS
cám_ơn,POS
ham hố mua hic,NEG
giao hàng hơi,POS
giao,NEG
dáng quần_ok rẻ mấy shop chất hơi nóng,POS
không đánh tiền,NEG
cỡ túi túi mỏng,POS
sản_phẩm lỗi,NEG
giao hàng nhanh_dong goi chua_ky nen ngoai,NEG
gửi code push ap gọn,POS
ủng_hộ shop,POS
xíu góp_ý shop phân_loại size khách_hàng,NEU
đẹp mong_đợi nè,POS
quần hơi mỏng đóng_gói sản_phẩm đẹp,POS
chán,NEG
săn hàng giá rẻ ok vơi thực không xứng lắm,NEU
chất vải không tốt_shop phục_vụ giao hàng,POS
hang ma_dao không đúm,NEG
vải ok nhe size rộng,POS
giao quần_size,NEG
mũm_mĩn mặc ok,POS
tiền áo len_mềm mịn_giặt không bai không xù,POS
món shop hài_lòng,POS
chất vải form áo đẹp,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng giao hàng,POS
giặt áo áo nhão,NEG
mua,POS
sản_phẩm đẹp màu hình,POS
shop shop_nha,POS
mua chất_lượng giá,POS
ưng lắm nè,POS
chủ_shop nhiệt_tình,POS
chữ in bong,NEG
giao tùm lum size không giao sai nhu_khách đat,POS
sản_phẩm không ưng_ý lắm shop phục_vụ,NEU
giao hang,NEG
áo rách,NEG
áo đẹp_đáng mua,POS
shop lam_an_nhung không chu_tin,NEG
giao hàng,POS
hơi thất_vọng,NEG
chat luong san_pham rat tien dong goi san_pham rat chac mau sac lon xon,POS
shop phục_vụ kém,NEG
đổi không,NEG
nhân_viên giao hàng kì_kèo tiền,NEG
máy xay hoa_quả giao khay lọc,NEG
sản_phẩm chọc_rách bao_bì,NEG
sản_phẩm giá tiền,POS
xuất_sắc,POS
xếp đừng ép chặt,NEU
chất_liệu vải,NEG
hình_như vải dỏm,NEG
nhẫn mua giãi,POS
chất_lượng very,POS
hang không đẹp hình,NEG
mau không giong hinh mau noi that_vong ve_sản_phẩm,NEG
hàng y_hình chất vải dày dặn,POS
quần size bé không ghi fre size kg không mặc,NEG
áo không hình,NEG
minh mua giùm,POS
lớp nilon đen mùi nước_tiểu mèo,NEU
sản_phẩm mong_đợi,POS
giao hàng chất_lượng sản_phẩm sản_phẩm hình_shop đăng,POS
hàng ok shop,POS
tệ,NEG
đề_nghị ktra giao,NEG
sãn_phẩm kém,NEG
hàng đẹp ok giao hàng hẹn sản_phẩm y_hình,POS
đẹp chất_lượng mơn_shop size hơi rộng,POS
áo đẹp giá rẻ,POS
hàng thoải_mái cute tiền,POS
dóng gói sản_phẩm chua_dẹp,NEU
kĩ rách cổ áo,NEG
vải bóng_bóng size size nen áo hơi bó bó,NEG
shop phục_vụ tạm chất_lượng sản_phẩm tạm đóng_gói sản_phẩm tạm,NEU
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời shop nhiệt_tình,POS
đắt ngắn,NEG
vải đẹp kiểu ih_hình hài_lòng,POS
shop phục_vụ tận_tình nhầm_lẫn hsd đóng_gói,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp ủng_hộ,POS
vải ok ngắn không hình,NEG
chất đẹp,POS
mặc đẹp lắm,POS
chất_lượng sản_phẩm tuyệt_vời ưng_ý chúc_shop làm_ăn phát_đạt,POS
shop,POS
chất_lượng sản_phẩm tuyệt_chất_lượng sản_phẩm,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời ủng_hộ shop,POS
áo đẹp shop,POS
đẹp lắm ghê,POS
rat ưng,POS
ngực to vải mịn_mướt vòng dây lưng hơi chật_mình không mập kg,NEU
hài_lòng sản_phẩm,POS
áo đẹp lắm,POS
không giong hinh,NEG
bình_thường,NEU
mấy mua shope quần_áo ngán lắm mua nghỉ hẳn không ngờ đẹp chất rẻ_quả siêu_thi không,POS
góp_ý shop chút ghi đệm_mút dày nhiu không thông_tin coi clip hàng mút ưng nâng siêu_dày shop up nhầm clip mút,POS
chất_lượng sản_phẩm shop nêu,POS
pin ghi,NEG
bye,NEG
tiềnthời_gian giao hàng,POS
mỏng chất ok,POS
hàng mặc đẹp,POS
áo xinh_y_hình,POS
áo,NEG
okok,POS
hàng đẹp giao hàng chất_lượng sản_phẩm tuyệt_vời,POS
nhắn sản_phẩm shop không trả_lời không tư_vấn khách_hàng,NEG
đẹp tuyet voi lun chất_lượng sản_phẩm tuyệt_vời,POS
áo dính dầu_máy shop gửi,NEG
áo size,NEG
shop cẩn_thận note ghi_chú tặng kẹo,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng hơi mong_shop khắc_phục,POS
cổ rộng,NEG
áo giá,POS
mãi iu,POS
chất_liệu áo rộng chủ_shop nói_chuyện dễ_thương,POS
vải đẹp mặc,POS
tạm ổn,NEU
vải đẹp,POS
sản phẩn hình,POS
mong_shop cải_thiện yếu,POS
gọi đằng đóng_gói lẻo,POS
sản_phẩm đẹp ưng_ý shop,POS
shop đồ củng sự_cố trao_đổi shop hổ_trợ mệt_mỏi,NEU
vải đẹp cúc áo thưa cổ_hơi chật,POS
shop size,NEG
đóng_gói sản_phẩm ok,POS
béo chút mặc đẹp,POS
áo ok,POS
xài lắm shop,POS
chời ới son_xinh bóc hộp cưng xỉu,POS
áo ngắn cổ_hơi chật,NEG
shop phục_vụ nhân_viên thân_thiện nhiệt_tình,POS
áo ưng sọc vải mịn trơn màu đỏ không,POS
hg ok đẹp lắm ạk,POS
sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
hỏi_đi,NEG
sản_phẩm không nhưg phục_vụ hàng shop kém không đág săn_deal mãi màu hí hửng hàng màu ghét vàng không thèm báo câu chả ghi phân_loại màu lz chẳng nhẽ hàng lm vô_trách_nhiệm haiz,NEG
hôm sản_phảm,POS
chân váy đẹp_shop phục_vụ nhiệt_tình,POS
size giao,NEG
giao,NEG
cứng cáp gọn_gàng vô_cùng ưng,POS
chất_lượng không,NEG
chi mặc đươc kg moi,NEU
hộp đựng hơi xấu,NEG
giao hàng giày giá,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời,POS
giá rẻ,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời tiền tiền tiền tiền,POS
mềm_mại da bé,POS
quần fre_size kích_cỡ lộn_xộn,NEG
giao hàng chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
chất_lượng áo tầm giá tiền tay_áo may ẩu,NEG
áo đẹp hình_mặc thoải_mái shop phục_vụ nhiệt_tình áo,POS
chug,POS
chất ni,POS
chất váy mặc hơi nóng,NEG
tôn_dáng ngực,POS
chất_lượng sản_phẩm tuyệt_vời giá tiền tặng quà fre size mặc hơi chật,POS
ok,POS
ủng_hộ shop tiế,POS
đầm đẹp ưng_ý,POS
chờ mấy trời mua quần rẻ lau,NEG
ủng_hộ,POS
thơm,POS
mau thi giong hinh hog đẹp nhu_hih noi chug chi phan_tram_trog hih thui,NEU
ủng_hộ shop,POS
giao hàng hàng_mã tiền,POS
shop tặng vòng choker yêu,POS
hàng đẹp mong_đợi,POS
size_l quần_mặc quần_mặc không,NEG
chat lieu mac mat giong hinh,POS
rộng shop đổi aize_sao,NEU
đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng sản_phẩm giá tiền,POS
da mềm_túi đẹp lắm,POS
hộp carton bung giao,NEU
,POS
tuyệt_vời shopy chủ nhiệt_tình nhất_hệ mặt_trời shop đồ đẹp_gói hàng cẩn_thận giá_cả vừa_phải chất vải bàn ủng_hộ shop dài_dài,POS
vận_chuyển,POS
shop phục_vụ đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp tiền giao hàng,POS
hình hàng_không,NEG
mùi,POS
giày đẹp_đế thân trắng hình,POS
sách đẹp quà,POS
dễ_thương lắm shop,POS
áo đep hình,POS
san pham kem,NEG
khuyên sản_phẩm shop,POS
shop phục_vụ đóng_gói sản_phẩm đẹp shop phục_vụ,POS
chất ok màu không giống_hình hình tươi_hơi màu đậm mặc già,NEU
chất_lượng sản_phẩm tuyệt_vời vải đẹp giá,POS
shop phục_vụ nhầm hàng chất vải đường may đẹp,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền hàng hình,POS
áo xấu rách,NEG
shop chiều hàng uy_tín chất_lượng sản_phẩm hài_lòng ủng_hộ shop,POS
tối oder hàng phấn_mắt đẹp son_số màu tuyệt_vời,POS
chất vải không ảnh,NEG
dáng đẹp thuót tha,POS
giá rẻ chất_lượng,POS
chat luong,POS
sản_phẩm ưng giao hàng,POS
sản_phẩm ok,POS
form áo đẹp vải chất_lượng sản_phẩm tuyệt_vời,POS
hình sọc trắng sọc nâu,NEG
hàng shop mấy yên_tâm,POS
size shop giao giao hàng,NEG
đỏ đô già hic hic,NEG
mỏng dể rách không tiền,NEG
áo bé ngắn,POS
chất áo dày dặn ôm sát đẹp,POS
màu tươi,POS
chất_lượng tuyệt_vời lun_ý,POS
đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng vải hơi thô_shop,POS
đỉnh,POS
áo áo áo đẹp,POS
shop kho mèo không,NEU
,POS
vải hơi mỏng giá thế_này ok,POS
box nát,NEU
áo tạm,NEU
áo siêu xinh_chất vải chuẩn xịn dày_dặn mặc lên_dáng cực_kì,POS
chất_lượng lắm mua thử,POS
shop giao nhầm hàng roài,NEG
màu nhạt ảnh,POS
hàng đẹp y_hình mua con_nít cực bóp_hơi giặt xong ok điều_chỉnh chút bóp,POS
chất đẹp,POS
đẹp vải đẹp,POS
đóng_gói sản_phẩm,POS
mua đồ shop,POS
vải mỏng đường may_thô thưa,NEG
hàng đẹp đóng_gói cẩn_thận,POS
tiếc giao nhầm màu,POS
đóng gói_kỉ hàng nguyên_vẹn,POS
không cơm cháy nhưnh gửi gửi tjieus cân,NEG
chất mát kiểu đẹp giá rẻ,POS
shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
hơi ngắn_thân chút,NEU
rate giày đẹp hihi ủng_hộ,POS
hàng đẹp y_hình shop gói hàng,POS
mua cẩn_thận kẻo lừa,NEG
sản_phẩm duoc,POS
áo không vắt_sổ áo bung lưa_thưa mạng_nhện,NEG
không hi_vọng dvbh,POS
nhắn không trả_lời,NEG
be like oke shop nhiệt_tình chu_đáo ủng_hộ,POS
,POS
áo đẹp lắm shop vải đẹp chất_lượng sản_phẩm tuyệt_vời,POS
